gene_symbol	wikipedia_daily_page_views	wikipedia_daily_page_views_change_from_previous_day	view_rank	view_rank_delta
LOC151475	0	0	22829	-3
LOC151484	0	0	22830	-3
LINC00635	0	0	22831	-3
LINC00691	0	0	22832	-3
CIDECP	0	0	22833	-3
LOC152578	0	0	22834	-3
MGC32805	0	0	22835	-3
JAKMIP2-AS1	0	0	22836	-3
PLAC8L1	0	0	22837	-3
FEZF1-AS1	0	0	22838	-3
LOC154872	0	0	22839	-3
MGC27345	0	0	22840	-3
FAM87A	0	0	22841	-3
C9orf62	0	0	22842	-3
LINC00032	0	0	22843	-3
ACTN1-AS1	0	0	22844	-3
CSNK1A1P1	0	0	22845	-3
TTC24	0	0	22846	-3
PER4	0	0	22847	-3
FAM170B	0	0	22848	-3
NUDT4P2	0	0	22849	-3
DSTNP2	0	0	22850	-3
PDIA3P1	0	0	22851	-3
C12orf77	0	0	22852	-3
MGC15885	0	0	22853	-3
LKAAEAR1	0	0	22854	-3
LINC00466	0	0	22855	-3
RNF215	0	0	22856	-3
LOC200726	0	0	22857	-3
C17orf74	0	0	22858	-3
LINC00870	0	0	22859	-3
PAXIP1-AS1	0	0	22860	-3
FAM226A	0	0	22861	-3
TMEM31	0	0	22862	-3
LINC00116	0	0	22863	-3
OR8U1	0	0	22864	-3
OR5R1	0	0	22865	-1
PROSER2-AS1	0	0	22866	-1
OR10G9	0	0	22867	-1
OR9Q2	0	0	22868	-1
OR5B17	0	0	22869	0
GTSCR1	0	0	22870	0
FABP5P3	0	0	22871	0
TREML5P	0	0	22872	0
ADCY10P1	0	0	22873	0
SMIM13	0	0	22874	0
TOB2P1	0	0	22875	0
TTTY10	0	0	22876	0
TTTY7	0	0	22877	0
C21orf91-OT1	0	0	22878	0
MTVR2	0	0	22879	0
FAM197Y2	0	0	22880	0
TTTY16	0	0	22881	0
TTTY17A	0	0	22882	0
TTTY18	0	0	22883	0
TTTY20	0	0	22884	0
TTTY19	0	0	22885	0
TTTY21	0	0	22886	0
TTTY22	0	0	22887	0
TTTY23	0	0	22888	0
LINGO1-AS1	0	0	22889	0
TMEM244	0	0	22890	0
LINC00879	0	0	22891	1
IGFBP7-AS1	0	0	22892	1
LINC00935	0	0	22893	1
CDRT15L2	0	0	22894	1
NATD1	0	0	22895	1
D21S2088E	0	0	22896	1
LINC00307	0	0	22897	1
IGBP1P1	0	0	22898	1
LINC00700	0	0	22899	1
PDCD4-AS1	0	0	22900	1
LINC01553	0	0	22901	1
LOC283038	0	0	22902	1
LOC283045	0	0	22903	1
KRT8P41	0	0	22904	1
CCDC153	0	0	22905	1
MIR4697HG	0	0	22906	1
LOC283194	0	0	22907	1
LOC283214	0	0	22908	1
LINC00294	0	0	22909	1
LOC283299	0	0	22910	1
LOC283335	0	0	22911	1
OR6C6	0	0	22912	1
LINC00592	0	0	22913	1
LOC283440	0	0	22914	1
LINC00639	0	0	22915	1
LINC00640	0	0	22916	1
LOC283585	0	0	22917	1
LINC01146	0	0	22918	1
FAM181A-AS1	0	0	22919	1
LOC283683	0	0	22920	1
LOC283693	0	0	22921	1
FAM154B	0	0	22922	1
NTRK3-AS1	0	0	22923	1
LOC283856	0	0	22924	1
LINC00304	0	0	22925	1
LINC00514	0	0	22926	1
IL21R-AS1	0	0	22927	1
LINC01566	0	0	22928	1
C17orf105	0	0	22929	1
LOC284080	0	0	22930	1
TMEM105	0	0	22931	1
CYP4F35P	0	0	22932	1
LOC284344	0	0	22933	1
LOC284379	0	0	22934	1
ZNF790-AS1	0	0	22935	1
MBD3L5	0	0	22936	1
OR14A16	0	0	22937	1
LEMD1-AS1	0	0	22938	1
LOC284581	0	0	22939	1
LOC284632	0	0	22940	1
LOC284648	0	0	22941	1
SMG7-AS1	0	0	22942	1
LOC284788	0	0	22943	1
LINC00323	0	0	22944	1
LOC284933	0	0	22945	1
LOC284950	0	0	22946	1
LINC01114	0	0	22947	1
LOC285000	0	0	22948	1
LINC01305	0	0	22949	1
CYP1B1-AS1	0	0	22950	1
DNAJB8-AS1	0	0	22951	1
ENTPD3-AS1	0	0	22952	1
LINC00692	0	0	22953	1
PDCL3P4	0	0	22954	1
LINC00606	0	0	22955	1
LINC00698	0	0	22956	1
ALG1L9P	0	0	22957	1
LINC01091	0	0	22958	1
LOC285484	0	0	22959	1
SEPSECS-AS1	0	0	22960	1
LINC01097	0	0	22961	1
LINC01096	0	0	22962	1
LOC285627	0	0	22963	1
LINC00326	0	0	22964	1
LOC285762	0	0	22965	1
LOC285768	0	0	22966	1
LOC285819	0	0	22967	1
POM121L12	0	0	22968	1
FLJ40288	0	0	22969	1
BREA2	0	0	22970	1
LOC286094	0	0	22971	1
FAM183CP	0	0	22972	1
LOC286177	0	0	22973	1
LOC286190	0	0	22974	1
LOC286297	0	0	22975	1
LOC286370	0	0	22976	1
LOC286437	0	0	22977	1
LINC01281	0	0	22978	1
ADAM20P1	0	0	22979	1
KRTAP6-2	0	0	22980	1
KRTAP19-2	0	0	22981	1
KRTAP21-2	0	0	22982	1
ANKRD30BP3	0	0	22983	1
LINC00705	0	0	22984	1
LOC338694	0	0	22985	1
LINC01252	0	0	22986	1
SLCO1B7	0	0	22987	1
LINC00550	0	0	22988	1
LOC339166	0	0	22989	1
LOC339298	0	0	22990	1
LOC339539	0	0	22991	1
LOC339622	0	0	22992	1
LOC339666	0	0	22993	1
MLK7-AS1	0	0	22994	1
LINC00298	0	0	22995	1
LOC339807	0	0	22996	1
LINC01115	0	0	22997	1
LOC339874	0	0	22998	1
EHHADH-AS1	0	0	22999	1
LPP-AS2	0	0	23000	1
LRRC66	0	0	23001	1
LOC340017	0	0	23002	1
PRR7-AS1	0	0	23003	1
LOC340074	0	0	23004	1
LINC01020	0	0	23005	1
LOC340107	0	0	23006	1
LOC340113	0	0	23007	1
SLC35D3	0	0	23008	1
TREML3P	0	0	23009	1
LOC340357	0	0	23010	1
TMEM249	0	0	23011	1
GAS2L1P2	0	0	23012	1
NHSL2	0	0	23013	1
OR52B6	0	0	23014	1
SMCO2	0	0	23015	1
LRRC37A11P	0	0	23016	1
C19orf81	0	0	23017	1
OR2T8	0	0	23018	1
MYBPHL	0	0	23019	1
NBPF7	0	0	23020	1
XKR7	0	0	23021	1
LOC344887	0	0	23022	1
LOC344967	0	0	23023	1
MSANTD1	0	0	23024	1
ZNF879	0	0	23025	1
PLCXD3	0	0	23026	1
ITIH6	0	0	23027	1
MPC1L	0	0	23028	1
MAGEB5	0	0	23029	1
C6orf52	0	0	23030	1
LINC00442	0	0	23031	1
SPATA3-AS1	0	0	23032	1
TLR8-AS1	0	0	23033	1
NANOGNB	0	0	23034	1
PRAC2	0	0	23035	1
PRSS41	0	0	23036	1
DKFZp779M0652	0	0	23037	1
TPTE2P6	0	0	23038	1
TEX38	0	0	23039	1
NEXN-AS1	0	0	23040	1
LOC375196	0	0	23041	1
LINC01116	0	0	23042	1
WASH5P	0	0	23043	1
RNF126P1	0	0	23044	1
LINC00317	0	0	23045	1
RNF144A-AS1	0	0	23046	1
ZNF582-AS1	0	0	23047	1
KRTAP5-3	0	0	23048	1
KRTAP5-4	0	0	23049	1
LINC00959	0	0	23050	1
C11orf96	0	0	23051	1
VSTM5	0	0	23052	1
LOC387810	0	0	23053	1
UBE2Q2P1	0	0	23054	1
C16orf97	0	0	23055	1
LOC388282	0	0	23056	1
C16orf86	0	1	23057	-16875
SPDYE4	0	0	23058	0
C17orf98	0	0	23059	0
RPRML	0	0	23060	0
BTBD17	0	0	23061	0
AATK-AS1	0	0	23062	0
ZNF788	0	0	23063	0
CEACAM22P	0	0	23064	0
TMEM238	0	0	23065	0
LINC00316	0	0	23066	0
TMEM247	0	0	23067	0
LINC01118	0	0	23068	0
C2orf81	0	2	23069	-19310
LOC389033	0	0	23070	-1
PRR23C	0	4	23071	-21014
TMPRSS11F	0	0	23072	-2
LOC389247	0	0	23073	-2
TEX43	0	0	23074	-2
PROB1	0	0	23075	-2
MGC72080	0	0	23076	-2
XKR5	0	0	23077	-2
LINC00937	0	0	23078	-2
C8orf86	0	0	23079	-2
SPATA31A6	0	0	23080	-2
SPATA31D1	0	0	23081	-2
LOC389895	0	0	23082	-2
LOC389906	0	0	23083	-2
OR56A3	0	1	23084	-16901
OR56A5	0	0	23085	-3
OR10A6	0	0	23086	-3
ACCSL	0	0	23087	-3
OR5D13	0	0	23088	-3
OR8H3	0	0	23089	-3
OR10G7	0	0	23090	-3
OR8B3	0	0	23091	-3
OR6C75	0	0	23092	-3
OR6C76	0	0	23093	-3
OR6C70	0	0	23094	-3
OR4K17	0	0	23095	-2
OR4N5	0	0	23096	-2
GOLGA8EP	0	0	23097	-2
OR4N3P	0	0	23098	-2
ANKRD34C	0	0	23099	-2
LOC390705	0	0	23100	-2
PINLYP	0	0	23101	-2
ZNF818P	0	0	23102	-2
OR2L3	0	0	23103	-2
DYTN	0	0	23104	-2
LOC392364	0	0	23105	-2
CXXC1P1	0	0	23106	-2
CTXN2	0	0	23107	-2
LINC00701	0	0	23108	-2
LOC399715	0	0	23109	-2
LINC00999	0	0	23110	-2
LBX1-AS1	0	0	23111	-2
FLJ37035	0	0	23112	-2
NAV2-AS4	0	0	23113	-2
FAM180B	0	0	23114	-2
TRIM49D1	0	0	23115	-2
C11orf88	0	0	23116	-2
LINC00938	0	0	23117	-2
FLJ41278	0	0	23118	-2
MKRN9P	0	0	23119	-2
ANKRD20A19P	0	0	23120	-2
LINC00547	0	0	23121	-2
ATP11AUN	0	0	23122	-2
FOXN3-AS1	0	0	23123	-2
LOC400548	0	0	23124	-2
TOB1-AS1	0	0	23125	-2
KCNJ2-AS1	0	0	23126	-2
LOC400620	0	0	23127	-2
LINC01443	0	0	23128	-2
LINC01538	0	0	23129	-2
FLJ26850	0	0	23130	-2
FAM87B	0	0	23131	-2
LINC01344	0	0	23132	-2
C1orf140	0	0	23133	-2
FAM177B	0	0	23134	-2
FLJ33581	0	0	23135	-2
LRRC74B	0	0	23136	-2
LOC400927	0	0	23137	-2
LOC400958	0	0	23138	-2
FLJ42351	0	0	23139	-2
LOC401052	0	0	23140	-2
LINC00960	0	0	23141	-2
LINC00885	0	0	23142	-2
LOC401127	0	0	23143	-2
LOC401134	0	0	23144	-2
LOC401177	0	0	23145	-2
C5orf63	0	0	23146	-2
HTATSF1P2	0	0	23147	-2
STMND1	0	0	23148	-2
LOC401242	0	0	23149	-2
LINC00336	0	0	23150	-2
TRAM2-AS1	0	0	23151	-2
FLJ38122	0	0	23152	-2
LINC00997	0	0	23153	-2
LOC401324	0	0	23154	-2
LINC00998	0	0	23155	-2
LINC01242	0	0	23156	-2
WDR38	0	0	23157	-2
LCNL1	0	0	23158	-2
GOLGA2P3Y	0	0	23159	-2
OR51T1	0	0	23160	-2
OR51A4	0	0	23161	-2
LDLRAD2	0	0	23162	-2
CFAP99	0	0	23163	-2
CSMD2-AS1	0	0	23164	-2
OR2T27	0	0	23165	-2
OR6C68	0	0	23166	-2
FAM92A1P2	0	0	23167	-2
DEFB133	0	0	23168	-2
SPINK14	0	0	23169	-2
C10orf105	0	0	23170	-2
AGAP6	0	0	23171	-2
CCNYL2	0	0	23172	-2
ZNF32-AS3	0	0	23173	-2
FAM35BP	0	0	23174	-2
LINC00595	0	0	23175	-2
LINC00229	0	0	23176	-2
C8orf82	0	0	23177	-2
LINC00593	0	0	23178	-2
MGC34796	0	0	23179	-2
CNTFR-AS1	0	0	23180	-2
ATP5EP2	0	0	23181	-2
KRTAP5-5	0	0	23182	-2
LINC00575	0	0	23183	-2
LINC00857	0	0	23184	-2
LOC440040	0	0	23185	-2
TRIM51HP	0	0	23186	-2
FZD10-AS1	0	0	23187	-2
LINC00544	0	0	23188	-2
OR11H12	0	0	23189	-2
LINC00238	0	0	23190	-2
CXADRP3	0	0	23191	-2
DNM1P41	0	0	23192	-2
LOC440311	0	0	23193	-2
SMIM22	0	0	23194	-2
YBX3P1	0	0	23195	-2
TBC1D3P5	0	0	23196	-2
LOC440461	0	0	23197	-2
UQCRHL	0	0	23198	-2
SLC2A1-AS1	0	0	23199	-2
FLJ31662	0	0	23200	-2
LOC440600	0	0	23201	-2
ETV3L	0	0	23202	-2
LOC440700	0	0	23203	-2
LOC440704	0	0	23204	-2
LINC00851	0	0	23205	-2
P2RX6P	0	0	23206	-2
LINC01191	0	0	23207	-2
LOC440910	0	0	23208	-2
LINC01124	0	0	23209	-2
LINC00971	0	0	23210	-2
LOC441025	0	0	23211	-2
CRSP8P	0	0	23212	-2
C6orf226	0	0	23213	-2
LOC441155	0	0	23214	-2
FLJ46906	0	0	23215	-2
RP9P	0	0	23216	-2
SPDYE7P	0	0	23217	-2
FLJ46284	0	0	23218	-2
LOC441455	0	0	23219	-2
NUTM2G	0	0	23220	-2
FTH1P18	0	0	23221	-2
LOC441601	0	0	23222	-2
OR5B3	0	0	23223	-2
LOC441666	0	0	23224	-2
TEX21P	0	0	23225	-2
WBP11P1	0	0	23226	-2
TARM1	0	0	23227	-2
LOC442132	0	0	23228	-2
SLC25A51P1	0	0	23229	-2
GSTM2P1	0	0	23230	-2
PTGER4P2-CDK2AP2P2	0	0	23231	-2
FOXB2	0	0	23232	-2
FAM47C	0	0	23233	-2
XRCC6P5	0	0	23234	-2
DPY19L2P3	0	0	23235	-2
C9orf129	0	0	23236	-2
DEFA10P	0	0	23237	-2
TTTY3B	0	0	23238	-2
TTTY4B	0	0	23239	-2
TTTY4C	0	0	23240	-2
TTTY17B	0	0	23241	-2
TTTY17C	0	0	23242	-2
GEMIN8P4	0	0	23243	-2
HCG11	0	0	23244	-2
LOC494127	0	0	23245	-2
LOC494141	0	0	23246	-2
C9orf135-AS1	0	0	23247	-2
FLJ25758	0	0	23248	-2
A1BG-AS1	0	0	23249	-2
ARGFXP2	0	0	23250	-2
DPRXP4	0	0	23251	-2
DPRX	0	0	23252	-2
LOC541473	0	0	23253	-2
LOC550113	0	0	23254	-2
CCDC148-AS1	0	0	23255	-2
CLLU1OS	0	0	23256	-2
DUSP5P1	0	0	23257	-2
ADAMTSL4-AS1	0	0	23258	-2
IBA57-AS1	0	0	23259	-2
FAM229B	0	0	23260	-2
ERICH1-AS1	0	0	23261	-2
LINC00589	0	0	23262	-2
LINC00051	0	0	23263	-2
SSBP3-AS1	0	0	23264	-2
SLC7A11-AS1	0	0	23265	-2
LINC00616	0	0	23266	-2
LOC641367	0	0	23267	-2
TSC22D1-AS1	0	0	23268	-2
LOC641746	0	0	23269	-1
GUSBP10	0	0	23270	-1
LOC642236	0	0	23271	-1
LOC642366	0	0	23272	-1
TRIM53AP	0	0	23273	-1
C18orf42	0	0	23274	-1
NPIPA3	0	0	23275	-1
NPIPA2	0	0	23276	-1
LINC00535	0	0	23277	-1
LOC642929	0	0	23278	-1
FAM196A	0	0	23279	-1
FLVCR1-AS1	0	0	23280	-1
C11orf97	0	0	23281	-1
TMEM72	0	0	23282	-1
CT47B1	0	0	23283	-1
LINC01021	0	0	23284	-1
LOC643406	0	0	23285	-1
TSG1	0	0	23286	-1
LOC643441	0	0	23287	-1
LOC643486	0	0	23288	-1
LINC01189	0	0	23289	-1
LINC00842	0	0	23290	-1
GOLGA8N	0	0	23291	-1
LOC643711	0	0	23292	-1
SCGB1B2P	0	0	23293	-1
LOC643733	0	0	23294	-1
LOC643770	0	0	23295	-1
TMPPE	0	0	23296	-1
TMEM88B	0	0	23297	-1
FLJ32255	0	0	23298	-1
ARL14EPL	0	0	23299	-1
LOC644145	0	0	23300	-1
LOC644172	0	0	23301	-1
LOC644189	0	0	23302	-1
SNCA-AS1	0	0	23303	-1
LOC644554	0	0	23304	-1
LOC644656	0	0	23305	-1
RAD21-AS1	0	0	23306	-1
LOC644669	0	0	23307	-1
LIMD1-AS1	0	0	23308	-1
LOC644838	0	0	23309	-1
LOC644936	0	0	23310	-1
EVPLL	0	0	23311	-1
GAGE12G	0	0	23312	-1
CBX3P2	0	0	23313	-1
EIF3J-AS1	0	0	23314	-1
SNRPD2P2	0	0	23315	-1
ARRDC5	0	0	23316	-1
LHFPL3-AS1	0	0	23317	-1
WFDC21P	0	1	23318	-17134
FLJ42627	0	0	23319	-2
ASH1L-AS1	0	0	23320	-2
LINC00520	0	0	23321	-2
MT1HL1	0	0	23322	-2
LOC645752	0	0	23323	-2
RPS7P5	0	0	23324	-2
SPATA31C2	0	0	23325	-2
SLC35G4	0	0	23326	-2
RAET1K	0	0	23327	-2
LINC01330	0	0	23328	-2
BASP1P1	0	0	23329	-2
LOC646214	0	0	23330	-2
PDCD6IPP2	0	0	23331	-2
LOC646471	0	0	23332	-2
FAM90A27P	0	0	23333	-2
LOC646903	0	0	23334	-2
LOC646938	0	0	23335	-2
HRCT1	0	0	23336	-2
C6orf132	0	0	23337	-2
PA2G4P4	0	0	23338	-2
LINC00371	0	0	23339	-2
RD3L	0	0	23340	-2
TEX22	0	0	23341	-2
LL22NC03-63E9.3	0	0	23342	-2
EFTUD1P1	0	0	23343	-2
LOC649133	0	0	23344	-2
LINC00273	0	0	23345	-2
YWHAEP1	0	0	23346	-2
LOC650293	0	0	23347	-2
BEND3P3	0	0	23348	-2
FLJ38576	0	0	23349	-2
LOC653160	0	0	23350	-2
TRIM43B	0	0	23351	-2
CFC1B	0	0	23352	-2
CT47A7	0	0	23353	-2
AQP12B	0	0	23354	-2
GOLGA6C	0	0	23355	-2
GOLGA6D	0	0	23356	-2
MBD3L4	0	0	23357	-2
MBD3L3	0	0	23358	-2
SCARNA3	0	0	23359	-2
SCARNA20	0	0	23360	-2
SCARNA21	0	0	23361	-2
SCARNA18	0	0	23362	-2
SCARNA7	0	0	23363	-2
SCARNA22	0	0	23364	-2
SCARNA6	0	0	23365	-2
SCARNA15	0	0	23366	-2
SCARNA10	0	0	23367	-2
SCARNA14	0	0	23368	-2
ANP32AP1	0	0	23369	-2
LINC00163	0	0	23370	-2
SPATA31A5	0	0	23371	-2
LINC01249	0	0	23372	-2
CT47A10	0	0	23373	-2
CT47A9	0	0	23374	-2
CT47A8	0	0	23375	-2
CT47A6	0	0	23376	-2
FAM133DP	0	0	23377	-2
CT47A5	0	0	23378	-2
CT47A4	0	0	23379	-2
CT47A3	0	0	23380	-2
LOC728084	0	0	23381	-2
CT47A2	0	0	23382	-2
CTB-174D11.1	0	0	23383	-2
CT47A1	0	0	23384	-2
NUTM2D	0	0	23385	-2
NUTM2A-AS1	0	0	23386	-2
LINC00460	0	0	23387	-2
LINC00864	0	0	23388	-2
LINC00992	0	0	23389	-2
TPI1P3	0	0	23390	-2
LOC728554	0	0	23391	-2
SDHAP3	0	0	23392	-2
SKP1P2	0	0	23393	-2
RPL13AP5	0	0	23394	-2
LOC728739	0	0	23395	-2
NPIPB6	0	0	23396	-2
SCAMP1-AS1	0	0	23397	-2
FRMPD2B	0	0	23398	-2
NSFP1	0	0	23399	-2
LOC728819	0	0	23400	-2
C12orf71	0	0	23401	-2
TCEB3CL	0	0	23402	-2
RPS15AP10	0	0	23403	-2
UNC5B-AS1	0	0	23404	-2
LOC728989	0	0	23405	-2
AGAP5	0	0	23406	-2
LOC729159	0	0	23407	-2
KATNBL1P6	0	0	23408	-2
PRR20B	0	0	23409	-2
PRR20C	0	0	23410	-2
PRR20D	0	0	23411	-2
PRR20E	0	0	23412	-2
NUTM2B	0	0	23413	-2
LOC729296	0	0	23414	-2
TRIM49D2P	0	0	23415	-2
LMO7DN	0	0	23416	-2
GAGE12C	0	0	23417	-2
LOC729506	0	0	23418	-2
FAM231A	0	0	23419	-2
LINC01556	0	0	23420	-2
PRR23A	0	0	23421	-2
DNAJC27-AS1	0	0	23422	-2
LOC729739	0	0	23423	-2
CEACAM18	0	0	23424	-2
LOC729950	0	0	23425	-2
LOC729966	0	0	23426	-2
LOC729970	0	0	23427	-2
RFPL4AL1	0	0	23428	-2
LOC729987	0	0	23429	-2
SEC14L6	0	0	23430	-2
LINC01100	0	0	23431	-2
LOC730183	0	0	23432	-2
PPIAL4E	0	0	23433	-2
LOC730668	0	0	23434	-2
LINC00202-2	0	0	23435	-2
H2BFXP	0	0	23436	-2
HAR1B	0	0	23437	-2
GS1-600G8.3	0	0	23438	-2
SCARNA27	0	0	23439	-2
SNAR-G1	0	0	23440	-2
SNAR-F	0	0	23441	-2
SNAR-A1	0	0	23442	-2
SNAR-A2	0	0	23443	-2
SNAR-A12	0	0	23444	-2
KIAA1024L	0	0	23445	-2
LOC100128006	0	0	23446	-2
DPPA2P3	0	0	23447	-2
WWTR1-AS1	0	0	23448	-2
ST8SIA6-AS1	0	0	23449	-2
STAU2-AS1	0	0	23450	-2
LOC100128164	0	0	23451	-2
LOC100128176	0	0	23452	-2
LOC100128239	0	0	23453	-2
ZNF667-AS1	0	0	23454	-2
HTR5A-AS1	0	0	23455	-2
LOC100128288	0	0	23456	-2
LOC100128398	0	0	23457	-2
LINC00892	0	0	23458	-2
C20orf78	0	0	23459	-2
NEBL-AS1	0	0	23460	-2
LOC100128531	0	0	23461	-2
C19orf71	0	0	23462	-2
CDC42P3	0	0	23463	-2
LINC01531	0	0	23464	-2
RBPMS-AS1	0	0	23465	-2
SRRM2-AS1	0	0	23466	-2
GPR158-AS1	0	0	23467	-2
LOC100128885	0	0	23468	-2
FAM66B	0	0	23469	-2
LOC100129027	0	0	23470	-2
LOC100129034	0	0	23471	-2
LOC100129055	0	0	23472	-2
KTN1-AS1	0	0	23473	-2
LOC100129138	0	0	23474	-2
LOC100129175	0	0	23475	-2
ZSCAN16-AS1	0	0	23476	-2
MATN1-AS1	0	0	23477	-2
LOC100129203	0	0	23478	-2
SLC39A12-AS1	0	0	23479	-2
LINC01160	0	0	23480	-2
LOC100129345	0	0	23481	-2
RPL19P12	0	0	23482	-2
DDC-AS1	0	0	23483	-2
MKRN2OS	0	0	23484	-2
LOC100129534	0	0	23485	-2
ZNF730	0	0	23486	-2
FGF13-AS1	0	0	23487	-2
ARRDC3-AS1	0	0	23488	-2
C9orf173-AS1	0	0	23489	-2
LINC01126	0	0	23490	-2
PCOLCE-AS1	0	0	23491	-2
SCOC-AS1	0	0	23492	-2
LOC100129917	0	0	23493	-2
LOC100129935	0	0	23494	-2
LOC100130075	0	0	23495	-2
EFCAB14-AS1	0	0	23496	-2
LINC00861	0	0	23497	-2
LOC100130264	0	0	23498	-2
LOC100130298	0	0	23499	-2
C8orf89	0	0	23500	-2
LOC100130331	0	0	23501	-2
TMEM262	0	0	23502	-2
LOC100130357	0	0	23503	-2
LINC00552	0	0	23504	-2
PP14571	0	0	23505	-2
LOC100130700	0	0	23506	-2
CECR5-AS1	0	0	23507	-2
LOC100130880	0	0	23508	-2
VAC14-AS1	0	0	23509	-2
CSAG4	0	0	23510	-2
LINC01502	0	0	23511	-2
SYCE1L	0	0	23512	-2
C6orf99	0	0	23513	-2
LOC100130992	0	0	23514	-2
LINC00605	0	0	23515	-2
C11orf91	0	0	23516	-2
SP9	0	0	23517	-2
LOC100131496	0	0	23518	-2
ZNF705E	0	0	23519	-2
LOC100131564	0	0	23520	-2
LOC100131626	0	0	23521	-2
LOC100131635	0	0	23522	-2
USP30-AS1	0	0	23523	-2
KRTAP25-1	0	0	23524	-2
LOC100132077	0	0	23525	-2
LOC100132078	0	0	23526	-2
HERC2P7	0	0	23527	-2
FAM66E	0	0	23528	-2
LOC100132111	0	0	23529	-2
LOC100132146	0	0	23530	-2
PHKA2-AS1	0	0	23531	-2
LOC100132215	0	0	23532	-2
LOC100132287	0	0	23533	-2
GAGE12D	0	0	23534	-2
FGD5P1	0	0	23535	-2
TAT-AS1	0	0	23536	-2
ZRANB2-AS1	0	0	23537	-2
BSN-AS2	0	0	23538	-2
DCAF13P3	0	0	23539	-2
LOC100132735	0	0	23540	-2
KDM4A-AS1	0	0	23541	-2
LOC100132781	0	0	23542	-2
DPH3P1	0	0	23543	-2
FAM159B	0	0	23544	-2
LOC100133091	0	0	23545	-2
FAM25G	0	0	23546	-2
FAM27B	0	0	23547	-2
LINC00240	0	0	23548	-2
SBF1P1	0	0	23549	-2
PRR23D2	0	0	23550	-2
LOC100133286	0	0	23551	-2
LOC100133331	0	0	23552	-2
LOC100133461	0	0	23553	-2
MRPL23-AS1	0	0	23554	-2
LINC01134	0	0	23555	-2
LOC100133669	0	0	23556	-2
UXT-AS1	0	0	23557	-2
LOC100133985	0	0	23558	-2
UBOX5-AS1	0	0	23559	-2
JHDM1D-AS1	0	0	23560	-2
LINC01119	0	0	23561	-2
LOC100134368	0	0	23562	-2
LOC100134868	0	0	23563	-2
LOC100144595	0	0	23564	-2
CHKB-AS1	0	0	23565	-2
KRTAP20-4	0	0	23566	-2
SCARNA9L	0	0	23567	-2
TEX36-AS1	0	0	23568	-2
SNAR-A3	0	0	23569	-2
SNAR-A5	0	0	23570	-2
SNAR-A7	0	0	23571	-2
SNAR-A11	0	0	23572	-2
SNAR-A9	0	0	23573	-2
SNAR-A4	0	0	23574	-2
SNAR-A6	0	0	23575	-2
SNAR-A8	0	0	23576	-2
SNAR-A13	0	0	23577	-2
SNAR-A10	0	0	23578	-2
SNAR-B2	0	0	23579	-2
SNAR-C2	0	0	23580	-2
SNAR-C4	0	0	23581	-2
SNAR-H	0	0	23582	-2
SNAR-C5	0	0	23583	-2
SNAR-B1	0	0	23584	-2
SNAR-C1	0	0	23585	-2
SNAR-C3	0	0	23586	-2
SNAR-D	0	0	23587	-2
SNAR-G2	0	0	23588	-2
ERICH4	0	0	23589	-2
LINC00426	0	0	23590	-2
DNMBP-AS1	0	0	23591	-2
DCTN1-AS1	0	0	23592	-2
C2CD4D	0	0	23593	-2
SNAR-A14	0	0	23594	-2
PPIAP30	0	0	23595	-2
LOC100192426	0	0	23596	-2
LOC100240734	0	0	23597	-2
LOC100240735	0	0	23598	-2
LOC100270746	0	0	23599	-2
LINC00940	0	0	23600	-2
LOC100271832	0	0	23601	-2
LOC100286922	0	0	23602	-2
DDX11L10	0	0	23603	-2
LOC100287042	0	0	23604	-2
LOC100287098	0	0	23605	-2
LINC00421	0	0	23606	-2
MANSC4	0	0	23607	-2
ADPGK-AS1	0	0	23608	-2
LOC100287592	0	0	23609	-2
DDX11L5	0	0	23610	-2
LOC100287632	0	0	23611	-2
ANKRD66	0	0	23612	-2
LOC100287834	0	0	23613	-2
LGALS8-AS1	0	0	23614	-2
GM140	0	0	23615	-2
LOC100288069	0	0	23616	-2
GS1-279B7.1	0	0	23617	-2
NBPF20	0	0	23618	-2
HMGN3-AS1	0	0	23619	-2
WHAMMP1	0	0	23620	-2
PAN3-AS1	0	0	23621	-2
LOC100288814	0	0	23622	-2
LOC100288846	0	0	23623	-2
ATP2A1-AS1	0	0	23624	-2
FAM95C	0	0	23625	-2
LOC100289333	0	0	23626	-2
LOC100289580	0	0	23627	-2
LOC100289650	0	0	23628	-2
LOC100289656	0	0	23629	-2
LOC100289673	0	0	23630	-2
LOC100294362	0	0	23631	-2
NHEG1	0	0	23632	-2
RASAL2-AS1	0	0	23633	-2
FAM41AY2	0	0	23634	-2
SNORA80B	0	0	23635	-2
ZEB2-AS1	0	0	23636	-1
LOC100303749	0	0	23637	-1
NDUFAF4P1	0	0	23638	-1
SPDYE2B	0	0	23639	-1
ANKRD61	0	0	23640	-1
GCSHP3	0	0	23641	-1
SNORA70G	0	0	23642	-1
SNORA70D	0	0	23643	-1
SNORA70E	0	0	23644	-1
LOC100422212	0	0	23645	-1
LOC100422737	0	0	23646	-1
LINC00881	0	0	23647	-1
LOC100499194	0	0	23648	-1
USP2-AS1	0	0	23649	-1
LINC00987	0	0	23650	-1
LOC100499484	0	0	23651	-1
LOC100500773	0	0	23652	-1
LINC01539	0	0	23653	-1
LOC100505478	0	0	23654	-1
PRKAG2-AS1	0	0	23655	-1
EDNRB-AS1	0	0	23656	-1
